volatile acidity,sulphates,alcohol,quality
0.2,0.35,10.4,5
0.27,0.41,10.2,6
0.29,0.47,10.7,5
0.14,0.44,9,5
0.24,0.38,10.6,5
0.3,0.59,9.5,6
0.14,0.44,9,5
0.13,0.45,9.2,6
0.18,0.53,11,6
0.385,0.63,9.9,6
0.24,0.38,10.6,5
0.33,0.47,9.3,5
0.34,0.41,9.6,5
0.33,0.42,9.5,5
0.28,0.57,9.7,7
0.23,0.55,9.7,3
0.21,0.36,8.7,5
0.21,0.36,8.7,5
0.485,0.38,12.4,5
0.485,0.38,12.4,5
0.29,0.26,10.6,6
0.21,0.36,8.7,5
0.31,0.82,12,7
0.29,0.47,9,5
0.46,0.47,8.8,5
0.28,0.56,9.5,5
0.23,0.4,10.8,6
0.17,0.48,11.4,5
0.18,0.46,10.3,5
0.22,0.75,9.5,6
0.27,0.44,9.9,5
0.28,0.39,10.2,5
0.29,0.39,10.2,5
0.32,0.37,11,6
0.33,0.34,12.1,7
0.34,0.51,9.1,6
0.19,0.68,9.5,6
0.23,0.76,9.5,5
0.27,0.79,9.8,5
0.22,0.75,9.5,6
0.18,0.46,10.3,5
0.36,0.67,9.6,5
0.22,0.54,10.2,6
0.17,0.72,10.5,6
0.45,0.41,10.4,4
0.36,0.67,9.6,5
0.42,0.33,10.7,5
0.33,0.34,10.5,6
0.3,0.42,10.6,5
0.17,0.76,9.6,6
0.17,0.76,9.6,6
0.17,0.58,9.5,5
0.17,0.58,9.4,6
0.15,0.38,9.8,6
0.17,0.76,9.6,6
0.25,0.44,9.2,5
0.24,0.38,9.5,5
0.76,0.38,9.2,5
0.22,0.35,9.4,5
0.22,0.35,9.4,5
0.28,0.46,9.3,5
0.32,0.4,9.1,5
0.24,0.4,9.5,5
0.18,0.35,9.1,6
0.16,0.46,10.6,5
0.24,0.4,9.5,5
0.28,0.56,12.4,6
0.34,0.49,8.7,5
0.27,0.45,8.8,5
0.16,0.46,10.6,5
0.32,0.4,9.1,5
0.24,0.66,9,5
0.24,0.48,10.3,6
0.18,0.35,9.1,6
0.23,0.55,9.5,6
0.22,0.37,8.8,5
0.22,0.37,8.8,5
0.22,0.37,8.8,5
0.33,0.62,9.9,5
0.23,0.55,9.5,6
0.22,0.37,8.8,5
0.2,0.37,11.7,4
0.26,0.56,10.8,5
0.2,0.42,12,6
0.16,0.39,10.3,4
0.25,0.38,9,5
0.39,0.58,12.2,7
0.26,0.38,9.9,5
0.25,0.38,9,5
0.39,0.58,12.2,7
0.28,0.46,10.1,5
0.43,0.55,9.3,5
0.33,0.7,9.5,5
0.5,0.5,9.2,6
0.28,0.72,11.7,5
0.35,0.38,11,5
0.22,0.38,9.6,6
0.22,0.38,9.6,6
0.24,0.68,11.9,6
0.26,0.52,10.8,6
0.16,0.55,10.1,5
0.18,0.52,10.9,6
0.16,0.55,10.1,5
0.24,0.31,10.4,5
0.33,0.39,9.2,5
0.28,0.5,9.6,5
0.28,0.5,9.6,5
0.26,0.46,9,5
0.14,0.74,11.5,7
0.21,0.48,10.2,6
0.2,0.42,9.9,6
0.115,0.4,9.6,6
0.29,0.54,10.6,5
0.33,0.39,9.2,5
0.24,0.46,11.8,6
0.24,0.43,12.2,6
0.28,0.5,9.6,5
0.22,0.41,10.6,6
0.18,0.45,10.3,6
0.93,0.59,10.2,4
0.29,0.46,10.7,5
0.28,0.31,11.7,4
0.25,0.33,12,6
0.18,0.66,10.6,6
0.24,0.34,12.2,4
0.33,0.48,11,6
0.37,0.46,12.4,7
0.49,0.44,9.4,6
0.25,0.33,12,6
0.22,0.35,11.6,5
0.35,0.47,9.4,5
0.35,0.47,9.4,5
0.19,0.49,9.1,7
0.19,0.49,9.1,7
0.19,0.49,9.1,7
0.19,0.49,9.1,7
0.19,0.49,9.1,7
0.32,0.37,9.2,5
0.32,0.54,9.2,5
0.19,0.49,9.1,7
0.19,0.49,9.1,7
0.32,0.37,9.2,5
0.34,0.44,9,7
0.32,0.54,9.2,5
0.24,0.55,10.8,6
0.36,0.46,9.5,6
0.29,0.4,11,6
0.32,0.47,10,5
0.3,0.47,9.5,5
0.33,0.47,10.1,6
0.18,0.44,9.5,7
0.39,0.53,9.5,5
0.25,0.42,9.5,5
0.18,0.49,9.4,6
0.18,0.54,9.4,6
0.27,0.51,12.7,6
0.23,0.32,9.7,5
0.28,0.51,9.7,6
0.18,0.54,9.4,6
0.18,0.49,9.4,6
0.25,0.42,9.5,5
0.22,0.38,11.7,6
0.18,0.37,11.7,6
0.26,0.52,9.7,5
0.25,0.52,9.5,6
0.24,0.53,9.1,5
0.28,0.67,10.3,6
0.26,0.52,9.7,5
0.24,0.55,9.9,5
0.27,0.56,9.9,5
0.39,0.6,10.2,5
0.24,0.37,12.1,6
0.23,0.64,11.3,7
0.26,0.49,11.4,5
0.32,0.64,12.2,6
0.24,0.5,9.9,7
0.21,0.78,10.3,6
0.32,0.64,12.2,6
0.17,0.65,10.4,6
0.26,0.49,11.4,5
0.28,0.4,9.9,6
0.3,0.62,10,5
0.25,0.38,11.5,6
0.28,0.6,10.5,6
0.24,0.36,12.5,7
0.22,0.44,10.5,6
0.28,0.4,9.9,6
0.45,0.47,11.4,7
0.23,0.42,9.8,6
0.45,0.47,11.4,7
0.23,0.44,9.2,4
0.28,0.46,8.9,5
0.27,0.46,8.9,5
0.2,0.59,9.5,7
0.25,0.36,11.5,6
0.2,0.59,9.5,7
0.25,0.36,11.5,6
0.2,0.45,9.5,6
0.39,0.51,9.7,5
0.23,0.79,9.7,5
0.44,0.46,9.5,6
0.28,0.5,9.4,5
0.34,0.45,9,4
0.15,0.44,10.6,6
0.44,0.46,9.5,6
0.29,0.49,9.1,5
0.28,0.5,9.4,5
0.23,0.54,8.8,5
0.23,0.74,10.4,5
0.36,0.51,8.9,5
0.31,0.38,10.6,7
0.34,0.45,9,4
0.15,0.44,10.6,6
0.2,0.45,10.6,6
0.27,0.47,9,5
0.34,0.61,8.8,6
0.18,0.6,10.5,7
0.29,0.52,9.5,5
0.27,0.47,9,5
0.26,0.43,10.4,6
0.21,0.46,10,6
0.14,0.68,10.4,5
0.39,0.53,9,6
0.48,0.45,9.3,5
0.39,0.53,9,6
0.48,0.45,9.3,5
0.36,0.45,9,6
0.25,0.44,11.5,6
0.3,0.48,9,5
0.19,0.77,10.4,6
0.3,0.48,9,5
0.42,0.43,10.6,5
0.19,0.77,10.4,6
0.2,0.4,8.5,6
0.19,0.67,9.3,6
0.19,0.66,10.5,7
0.25,0.46,9.9,6
0.25,0.42,10.4,6
0.46,0.47,10.1,5
0.19,0.66,10.5,7
0.29,0.49,9.2,4
0.31,0.44,9.4,6
0.14,0.39,10.6,6
0.31,0.44,9.4,6
0.4,0.56,8.7,5
0.16,0.54,10.2,6
0.16,0.55,10.3,6
0.33,0.68,9.5,5
0.33,0.68,9.5,5
0.33,0.68,9.5,5
0.33,0.68,9.5,5
0.41,0.49,9.4,5
0.43,0.49,9.4,5
0.33,0.68,9.5,5
0.4,0.58,12.6,7
0.18,0.64,10.5,7
0.17,0.56,10.8,6
0.32,0.46,9.9,6
0.4,0.58,12.6,7
0.32,0.58,12.2,7
0.42,0.37,10,6
0.28,0.57,10.6,7
0.29,0.53,9.5,6
0.41,0.54,12.8,8
0.32,0.58,12.2,7
0.3,0.44,12.6,7
0.22,0.45,9.4,5
0.26,0.43,9,5
0.44,0.48,9.1,5
0.42,0.4,9.4,6
0.36,0.42,12.2,7
0.295,0.68,10,5
0.21,0.44,9.2,5
0.28,0.49,9.3,5
0.28,0.5,9.8,6
0.21,0.44,9.2,5
0.22,0.41,12,7
0.28,0.49,9.3,5
0.32,0.63,12.6,7
0.19,0.38,12.2,6
0.42,0.58,11,6
0.2,0.39,12,7
0.24,0.44,8.8,5
0.26,0.46,8.9,4
0.4,0.48,12.7,7
0.2,0.67,11.8,6
0.445,0.55,10.2,5
0.41,0.61,9.9,6
0.2,0.66,11.1,6
0.3,0.48,9.4,5
0.35,0.36,9.7,6
0.35,0.29,9.7,5
0.35,0.36,9.7,6
0.35,0.29,9.7,5
0.3,0.53,9.8,5
0.38,0.59,9.3,6
0.3,0.42,10.5,5
0.4,0.59,9.3,6
0.37,0.6,12.6,8
0.23,0.43,8.9,5
0.27,0.51,10.3,5
0.26,0.67,10.6,5
0.28,0.57,9,4
0.34,0.62,9.7,5
0.23,0.55,9.5,6
0.29,0.59,10.3,6
0.34,0.62,9.7,5
0.4,0.59,12.3,8
0.17,0.52,10.5,5
0.23,0.55,9.5,6
0.24,0.49,10,6
0.28,0.44,8.8,4
0.23,0.54,10.9,6
0.26,0.77,12.2,6
0.46,0.62,9.5,5
0.31,0.59,10,5
0.25,0.57,9.6,6
0.28,0.46,8.7,6
0.18,0.48,10.7,7
0.21,0.48,11.1,6
0.48,0.45,12.5,7
0.34,0.5,10.4,6
0.21,0.37,11.5,5
0.32,0.66,9.4,5
0.495,0.36,9.3,5
0.25,0.49,10.1,6
0.25,0.58,9.7,5
0.18,0.5,10.5,6
0.24,0.42,9.7,5
0.32,0.51,9.2,5
0.32,0.44,9.8,5
0.33,0.52,9,5
0.3,0.49,9.1,6
0.34,0.37,10.4,6
0.16,0.46,10.7,6
0.1,0.49,10.5,7
0.45,0.43,9.2,5
0.33,0.4,11.5,4
0.48,0.54,10.4,3
0.2,0.41,12,6
0.32,0.43,12.2,6
0.2,0.41,12,6
0.22,0.46,9.8,6
0.23,0.51,9.3,5
0.27,0.63,9.6,4
0.27,0.64,9.5,4
0.23,0.59,10.2,6
0.15,0.46,10.4,8
0.26,0.53,11,6
0.15,0.46,10.4,8
0.2,0.41,8.7,5
0.3,0.54,9.9,4
0.3,0.54,9.9,4
0.21,0.45,11.3,4
0.46,0.51,12,8
0.28,0.5,10.7,8
0.24,0.7,10.1,6
0.17,0.49,9.6,7
0.17,0.49,9.6,6
0.695,0.49,8.7,5
0.27,0.59,10.3,5
0.3,0.66,9.1,5
0.19,0.41,11.8,6
0.36,0.49,11.9,6
0.16,0.57,10.3,6
0.19,0.66,10,4
0.16,0.53,10.2,4
0.26,0.56,10,6
0.33,0.98,12.7,6
0.16,0.67,9.6,5
0.23,0.49,9.5,5
0.44,0.52,12.7,6
0.31,0.54,11,6
0.705,0.5,9.1,5
0.21,0.64,10.2,4
0.16,0.58,10.1,6
0.27,0.5,9.2,6
0.38,0.66,9.4,4
0.21,0.64,10.2,4
0.38,0.71,9.2,4
0.24,0.5,10,5
0.16,0.58,10.1,6
0.815,0.46,9,5
0.41,0.42,9.5,5
0.36,0.53,9.1,5
0.4,0.46,13.3,7
0.26,0.55,9.5,5
0.44,0.72,9.2,5
0.24,0.68,10.1,6
0.44,0.72,9.2,5
0.24,0.68,10.1,6
0.22,0.48,11.2,6
0.34,0.55,9.8,6
0.22,0.48,11.2,6
0.34,0.55,9.8,6
0.28,0.46,9.4,5
0.29,0.42,9,5
0.27,0.47,9.4,5
0.35,0.5,8.9,6
0.28,0.56,9.1,6
0.35,0.5,9.8,4
0.43,0.43,9.4,5
0.26,0.5,10,6
0.43,0.43,9.4,5
0.27,0.75,9.9,6
0.46,0.47,10,5
0.2,1.06,11.5,6
0.285,0.45,9.2,5
0.32,0.6,10,5
0.285,0.45,9.2,5
0.34,0.61,10,5
0.32,0.6,10,5
0.27,0.64,9.8,6
0.26,0.62,10.5,6
0.27,0.63,10.6,6
0.56,0.52,9.4,5
0.56,0.52,9.4,5
0.19,0.54,11,7
0.2,0.56,10.8,6
0.29,0.67,9,5
0.32,0.58,9.6,6
0.33,0.54,10.6,6
0.33,0.54,10.6,6
0.32,0.58,9.6,6
0.33,0.52,9.2,5
0.33,0.52,9.2,5
0.26,0.49,9.5,5
0.25,0.48,9.5,5
0.26,0.58,10.3,7
0.26,0.46,8.8,5
0.28,0.44,8.7,5
0.27,0.44,8.7,5
0.28,0.62,10.2,6
0.16,0.51,10.1,6
0.34,0.41,9.5,5
0.25,0.51,9.5,5
0.35,0.5,11.6,7
0.24,0.4,10.7,6
0.29,0.54,10.1,6
0.27,0.44,11.1,7
0.56,0.53,9.8,5
0.29,0.49,9,6
0.27,0.44,11.1,7
0.27,0.48,9.5,6
0.24,0.49,9.4,6
0.32,0.61,10.2,5
0.37,0.5,9.8,6
0.26,0.48,9.5,6
0.27,0.48,9.5,6
0.3,0.49,9,5
0.28,0.55,10.1,6
0.24,0.45,8.8,5
0.27,0.51,11.9,6
0.27,0.51,11.9,6
0.28,0.44,9.3,6
0.39,0.76,10,6
0.2,0.43,9.5,5
0.28,0.44,9.3,6
0.31,0.5,9.7,4
0.31,0.5,9.7,4
0.18,0.48,10.2,5
0.23,0.4,10.8,5
0.21,0.48,8.8,5
0.21,0.48,8.8,5
0.26,0.49,11.4,6
0.21,0.48,8.8,5
0.31,0.52,9.8,5
0.34,0.47,9.4,4
0.34,0.47,9.4,4
0.3,0.43,9.4,6
0.4,0.63,9.4,6
0.32,0.48,9.7,6
0.34,0.47,12.3,7
0.26,0.43,9.8,6
0.27,0.68,9,5
0.28,0.46,9.2,6
0.3,0.6,9.4,6
0.175,0.48,9.9,6
0.34,0.52,9.8,5
0.34,0.49,12.3,7
0.12,0.52,11.9,7
0.32,0.64,10.2,6
0.51,0.56,9.5,6
0.12,0.52,11.9,7
0.24,0.5,9.2,5
0.41,0.49,9.7,5
0.18,0.6,11.5,7
0.17,0.38,10.4,8
0.2,0.41,11.6,5
0.41,0.49,9.7,5
0.17,0.38,10.4,8
0.18,0.6,11.5,7
0.16,0.51,10.2,6
0.16,0.5,9.8,6
0.42,0.47,9,5
0.3,0.59,10.5,6
0.54,0.38,9.4,4
0.54,0.38,9.4,4
0.22,0.34,10.8,5
0.23,0.46,10.7,7
0.26,0.5,10.6,6
0.23,0.42,9.2,6
0.28,0.44,9.5,6
0.28,0.44,9.5,6
0.27,0.5,10,5
0.29,0.47,10.6,5
0.26,0.5,10.6,6
0.27,0.48,10.6,5
0.23,0.42,9.2,6
0.32,0.48,11,6
0.22,0.53,11.2,6
0.5,0.54,9.6,5
0.33,0.48,9.4,5
0.26,0.53,9.5,6
0.2,0.62,9.3,5
0.33,0.48,9.4,5
0.26,0.53,9.5,6
0.36,0.46,9.4,5
0.13,0.72,11.2,7
0.15,0.73,11.2,7
0.13,0.72,11.2,7
0.23,0.53,8.8,5
0.15,0.73,11.2,7
0.13,0.72,11.2,7
0.255,0.42,9.4,5
0.32,0.42,11.1,6
0.28,0.46,9.6,5
0.32,0.42,11.1,6
0.255,0.42,9.4,5
0.41,0.45,10.6,6
0.37,0.45,8.9,5
0.21,0.46,12.3,7
0.24,0.46,11.4,5
0.28,0.49,9.6,6
0.24,0.59,10.3,6
0.24,0.46,11.4,5
0.16,0.36,12.1,6
0.14,0.45,9.9,5
0.34,0.49,9.7,5
0.26,0.52,10.5,5
0.17,0.44,8.9,6
0.27,0.5,9.4,5
0.25,0.5,9.6,5
0.3,0.56,12.6,7
0.28,0.37,9.2,6
0.3,0.5,10.4,5
0.18,0.52,9,7
0.18,0.52,9,7
0.18,0.52,9,7
0.18,0.52,9,7
0.18,0.52,9,7
0.18,0.52,9,7
0.14,0.43,9.2,6
0.18,0.52,9,7
0.615,0.48,9.7,4
0.13,0.42,10.1,6
0.34,0.64,11,7
0.32,0.55,10.8,5
0.21,0.38,10.8,5
0.5,0.88,13.5,7
0.52,0.39,10.6,5
0.28,0.64,9.8,5
0.22,0.7,11.7,6
0.28,0.64,9.8,5
0.32,0.6,9,6
0.11,0.74,11.3,7
0.26,0.61,9.4,5
0.22,0.7,11.7,6
0.3,0.63,11.3,7
0.3,0.63,11.3,7
0.2,0.36,12,6
0.2,0.49,10.6,6
0.26,0.46,10.8,6
0.25,0.46,10.8,6
0.2,0.36,12,6
0.27,0.67,9.4,5
0.3,0.5,9.4,5
0.3,0.63,11.3,7
0.36,0.4,9.4,5
0.21,0.47,12,5
0.18,0.72,10.3,7
0.18,0.72,10.3,7
0.18,0.72,10.3,7
0.26,0.38,11.3,7
0.35,0.47,9.4,6
0.28,0.38,8.7,5
0.36,0.4,9.4,5
0.26,0.38,11.3,7
0.18,0.72,10.3,7
0.21,0.47,12,5
0.19,0.42,8,5
0.24,0.51,10.4,7
0.17,0.41,10.7,7
0.24,0.46,10.2,6
0.6,0.43,10.9,5
0.445,0.36,10.5,6
0.28,0.39,11.7,7
0.44,0.45,8.6,5
0.24,0.44,9,5
0.31,0.88,8.7,5
0.32,0.47,12.8,6
0.24,0.44,9,5
0.31,0.88,8.7,5
0.13,0.53,11.8,6
0.14,0.55,11.6,6
0.2,0.61,11.8,6
0.15,0.37,10.6,5
0.23,0.8,9.7,5
0.33,0.47,10.3,5
0.17,0.44,10.2,6
0.12,0.44,10.1,7
0.18,0.68,10.9,7
0.15,0.51,9.3,5
0.23,0.54,10.2,6
0.17,0.44,10.2,6
0.34,0.53,9.5,5
0.68,0.4,9.3,5
0.22,0.34,12.9,7
0.28,0.46,8.7,5
0.4,0.57,9.4,5
0.19,0.69,10.1,5
0.23,0.78,10,4
0.14,0.69,11.1,7
0.15,0.7,10.3,7
0.15,0.41,12.2,6
0.33,0.48,9.3,6
0.3,0.56,11.3,6
0.23,0.65,10.8,6
0.13,0.39,11.2,8
0.21,0.45,12.5,7
0.4,0.49,9.3,5
0.34,0.41,12.9,7
0.12,0.45,11.2,7
0.655,1,12.6,6
0.26,0.49,9.3,5
0.34,0.41,12.9,7
0.3,0.41,12.9,7
0.15,0.36,9.5,7
0.37,0.36,11.9,6
0.35,0.66,10.3,7
0.32,0.66,10.3,7
0.1,0.68,11.2,6
0.25,0.31,12,6
0.31,0.4,9.6,5
0.18,0.42,9.2,6
0.17,0.33,12.9,6
0.19,0.59,9.3,6
0.32,0.44,12.1,6
0.31,0.4,9.6,5
0.21,0.48,11.2,6
0.16,0.37,11.2,7
0.17,0.33,12.9,6
0.24,0.46,9.2,5
0.19,0.59,9.3,6
0.18,0.42,9.2,6
0.3,0.5,9.3,6
0.28,0.36,10.7,6
0.31,0.54,9.8,6
0.23,0.54,10.3,6
0.28,0.36,10.7,6
0.23,0.38,11.3,6
0.22,0.49,8.8,6
0.18,0.5,10.8,5
0.31,0.54,9.8,6
0.3,0.5,9.3,6
0.46,0.6,11.5,7
0.23,0.41,8.8,5
0.23,0.41,8.8,5
0.23,0.41,8.8,5
0.26,0.38,9.4,6
0.26,0.38,9.4,6
0.28,0.63,9.6,6
0.23,0.41,8.8,5
0.23,0.48,9.3,6
0.25,0.75,8.9,5
0.25,0.75,8.9,5
0.2,0.43,10,5
0.21,0.46,9.1,5
0.23,0.48,9.3,6
0.24,0.5,9.4,6
0.25,0.6,10.1,6
0.25,0.75,8.9,5
0.16,0.4,10.8,6
0.28,0.54,10,6
0.18,0.38,10.9,6
0.26,0.38,12,7
0.37,0.8,9.3,5
0.4,0.62,12.3,7
0.26,0.56,10.4,6
0.18,0.38,10.9,6
0.23,0.42,10.5,5
0.2,0.5,9.8,6
0.17,0.46,10.5,6
0.35,0.51,9.9,6
0.29,0.69,11.4,7
0.3,0.51,9.2,5
0.51,0.53,9.7,5
0.51,0.51,10,5
0.29,0.69,11.4,7
0.29,0.49,10.3,6
0.35,0.51,9.9,6
0.17,0.46,10.5,6
0.2,0.47,9.8,7
0.615,0.34,9.3,5
0.32,0.47,12.4,7
0.2,0.42,9.3,6
0.615,0.34,9.3,5
0.23,0.72,9.5,6
0.27,0.4,10.5,6
0.27,0.4,10.5,6
0.44,0.53,12.8,7
0.34,0.45,10.8,6
0.26,0.55,10,6
0.17,0.9,11.8,8
0.26,0.55,10,6
0.17,0.9,11.8,8
0.17,0.66,12,6
0.43,0.46,12.6,6
0.315,0.4,11.9,8
0.17,0.32,10.6,5
0.34,0.48,9.2,5
0.33,0.52,10,6
0.12,0.46,9.2,5
0.13,0.47,9.3,6
0.18,0.54,10.2,6
0.16,0.54,10.2,6
0.26,0.51,8.7,5
0.32,0.42,10.7,5
0.3,0.34,12.1,6
0.16,0.37,9.5,6
0.27,0.37,11.2,6
0.16,0.59,12,6
0.16,0.37,9.5,6
0.3,0.34,12.1,6
0.32,0.42,10.7,5
0.44,0.54,8.8,7
0.2,0.66,10.8,6
0.29,0.37,13.1,7
0.39,0.6,12.5,7
0.36,0.33,11.7,8
0.36,0.33,11.7,8
0.36,0.33,11.6,8
0.2,0.54,11.3,6
0.39,0.6,12.5,7
0.2,0.45,11.4,5
0.235,0.44,12.2,5
0.965,0.69,11.7,6
0.2,0.59,10.4,6
0.2,0.59,10.4,6
0.2,0.59,10.4,6
0.24,0.5,9.1,5
0.3,0.41,12.2,6
0.24,0.5,9.1,5
0.4,0.54,9.4,5
0.4,0.53,9.4,5
0.2,0.59,10.4,6
0.25,0.49,9.2,5
0.26,0.51,9.4,5
0.37,0.53,13.5,7
0.35,0.4,9.4,5
0.22,0.55,10.9,8
0.37,0.53,13.5,7
0.35,0.4,9.4,5
0.31,0.45,11.4,7
0.16,0.51,12.4,7
0.25,0.49,9.2,5
0.26,0.51,9.4,5
0.15,0.39,10.5,6
0.15,0.38,11.5,8
0.22,0.55,10.9,8
0.2,0.44,10.8,6
0.17,0.46,8.9,5
0.18,0.46,8.9,5
0.27,0.5,9.4,6
0.32,0.73,12.2,7
0.26,0.47,12.1,7
0.3,0.66,10.9,5
0.16,0.58,10.1,6
0.32,0.73,12.2,7
0.19,0.38,13,7
0.36,0.39,11,5
0.17,0.49,10.8,5
0.19,0.38,13,7
0.11,0.34,9.3,4
0.21,0.42,11.4,6
0.325,0.38,9.2,5
0.4,0.6,9.9,5
0.2,0.44,10.5,5
0.27,0.48,12.4,6
0.26,0.53,9.5,6
0.25,0.5,10.5,6
0.22,0.48,9.1,6
0.14,0.35,11.5,7
0.14,0.35,11.5,7
0.26,0.37,11.2,5
0.22,0.4,10.8,5
0.45,0.44,9.4,5
0.17,0.58,11,6
0.44,0.37,11.3,7
0.15,0.38,11.2,6
0.25,0.5,10.5,6
0.22,0.48,9.1,6
0.26,0.5,10.4,6
0.15,0.58,11.2,7
0.22,0.36,11.1,7
0.37,0.38,11.2,6
0.375,0.39,10.5,6
0.2,0.45,10,6
0.22,0.47,10,6
0.22,0.42,10.9,5
0.22,0.56,10.9,7
0.15,0.58,11.2,7
0.2,0.42,11.7,5
0.31,0.42,10,5
0.43,0.64,9.5,5
0.24,0.52,9,5
0.23,0.56,10,5
0.2,0.43,11.9,5
0.16,0.59,10.6,6
0.21,0.4,11,6
0.33,0.43,11.2,7
0.18,0.6,12,7
0.29,0.6,12.6,8
0.33,0.43,11.2,7
0.21,0.68,10.5,6
0.21,0.52,10.2,6
0.21,0.4,11,6
0.11,0.52,12.2,6
0.15,0.41,12.3,6
0.16,0.59,10.6,6
0.19,0.5,10.4,6
0.18,0.6,12,7
0.48,0.53,12.7,7
0.23,0.28,10.6,5
0.17,0.34,12.3,6
0.48,0.53,12.7,7
0.15,0.53,11.4,6
0.17,0.89,12,7
0.21,0.94,12.4,8
0.23,0.99,12.1,7
0.15,0.53,11.4,6
0.22,0.38,10.7,5
0.15,0.4,9.3,5
0.32,0.42,12.7,6
0.37,0.39,11.7,6
0.25,0.49,10.7,5
0.21,0.43,11.8,7
0.24,0.39,9.9,5
0.475,0.53,13.4,7
0.28,0.64,12.8,7
0.4,0.45,12.8,6
0.41,0.41,10.5,5
0.2,0.55,11.5,5
0.22,0.37,10.5,4
0.36,0.39,13,6
0.285,0.34,12.4,8
0.2,0.35,10.2,6
0.42,0.5,9,5
0.16,0.86,12,7
0.125,0.5,11.7,7
0.44,0.57,10,5
0.31,0.54,10.3,5
0.42,0.5,9,5
0.18,0.38,11.1,5
0.21,0.46,9,5
0.16,0.58,10.5,6
0.22,0.59,11.9,7
0.36,0.5,9.4,5
0.21,0.52,11.4,6
0.25,0.58,10.8,7
0.31,0.46,9.8,5
0.26,0.45,9.3,5
0.21,0.52,11.4,6
0.2,0.52,11.3,6
0.18,0.52,11.3,6
0.37,0.48,9.5,5
0.36,0.5,9.4,5
0.22,0.59,11.9,7
0.18,0.38,9.3,5
0.14,0.54,11.4,6
0.14,0.54,11.4,6
0.44,0.39,12.7,6
0.36,0.45,13.5,7
0.28,0.52,11.2,6
0.16,0.41,10.7,5
0.28,0.46,10.8,4
0.39,0.57,10.5,6
0.44,0.32,13,8
0.22,0.49,10.8,6
0.22,0.5,9.1,6
0.25,0.5,10.1,5
0.155,0.84,11.9,8
0.31,0.31,12,7
0.31,0.31,12,7
0.22,0.5,9.1,6
0.21,0.95,11.6,8
0.155,0.84,11.9,8
0.25,0.5,10.2,6
0.22,0.49,10.8,6
0.21,0.4,9.8,5
0.27,0.3,11.4,4
0.17,0.41,9.8,5
0.25,0.5,10.1,5
0.12,0.38,9.8,8
0.12,0.38,9.8,8
0.29,0.4,10.7,6
0.3,0.61,10.6,5
0.26,0.47,9.3,5
0.12,0.38,9.8,8
0.29,0.4,10.7,6
0.33,0.59,14,8
0.29,0.37,11,6
0.29,0.37,11,6
0.26,0.45,9.4,6
0.28,0.36,9,6
0.28,0.55,9,5
0.2,0.53,10,5
0.27,0.54,9,5
0.28,0.55,9,5
0.29,0.6,12.4,7
0.35,0.44,11.3,5
0.12,0.55,12,6
0.12,0.56,11.7,6
0.2,0.53,10,5
0.4,0.54,13.2,7
0.11,0.59,11,7
0.23,0.54,11,6
0.38,0.48,9.2,5
0.38,0.48,13,7
0.19,0.6,10.6,5
0.34,0.49,13,8
0.23,0.54,9,6
0.23,0.54,9,6
0.31,0.32,11.5,5
0.2,0.44,11,6
0.31,0.32,11.5,5
0.26,0.43,9.9,5
0.22,0.46,10.4,6
0.23,0.54,9,6
0.19,0.52,9.9,6
0.14,0.47,11,6
0.32,0.35,12.1,6
0.23,0.51,9.7,6
0.23,0.51,9.7,6
0.36,0.3,12.2,7
0.38,0.31,12.4,7
0.23,0.39,10.5,7
0.2,0.57,10.4,6
0.26,0.34,12,6
0.3,0.32,12.7,6
0.18,0.45,10.9,7
0.18,0.45,10.9,7
0.18,0.45,10.9,7
0.19,0.52,11.4,7
0.16,0.41,11,6
0.27,0.31,12.6,7
0.37,0.46,11.6,7
0.2,0.44,10.5,7
0.18,0.45,10.9,7
0.18,0.45,10.9,7
0.28,0.37,12.5,6
0.35,0.5,12.1,8
0.25,0.58,11.3,6
0.32,0.64,13.3,7
0.18,0.45,10.9,7
0.18,0.45,10.9,7
0.2,0.44,10.5,7
0.37,0.46,11.6,7
0.19,0.52,11.4,7
0.18,0.51,11,6
0.3,0.36,12.1,6
0.16,0.41,11,6
0.27,0.31,12.6,7
0.3,0.3,13,7
0.2,0.64,8.8,6
0.25,0.53,9.5,5
0.22,0.47,11.8,6
0.25,0.45,12.2,6
0.13,0.55,10.7,6
0.45,0.38,11,6
0.32,0.44,11.4,6
0.13,0.55,10.7,6
0.34,0.34,12,6
0.22,0.39,11.9,8
0.32,0.44,11.4,6
0.32,0.34,11.8,6
0.27,0.48,10.6,4
0.74,0.38,9.7,5
0.45,0.38,11,6
0.13,0.55,10.7,6
0.22,0.63,11,7
0.22,0.34,10.5,6
0.32,0.45,10.4,5
0.18,0.55,10.5,6
0.47,0.48,12,8
0.47,0.48,12,8
0.19,0.41,9.2,6
0.14,0.49,10.9,5
0.24,0.5,9.5,6
0.25,0.55,9.4,6
0.24,0.5,11.3,7
0.29,0.58,10.4,5
0.33,0.57,9.4,6
0.23,0.52,11.3,6
0.27,0.4,8.8,6
0.2,0.35,10.8,5
0.33,0.57,9.4,6
0.33,0.57,9.4,6
0.21,0.43,9.2,6
0.27,0.53,10.3,6
0.12,0.57,9.9,6
0.24,0.34,12.4,6
0.18,0.44,11.9,5
0.17,0.56,11.7,6
0.33,0.57,9.4,5
0.255,0.53,9.6,4
0.33,0.57,9.4,5
0.2,0.43,10.4,7
0.17,0.47,9.5,5
